section,page_title,page_url,source_file,link_url,link_text,http_status,final_url,remote_title,redirect_domain_changed,needs_review,reason
teaching-materials,9/11 and Commemoration: A Guide for Pre-Service Teachers,/teaching-materials/teaching-guides/25877,teaching-materials/teaching-guides/911-and-commemoration-a-guide-for-pre-service-teachers-25877.md,https://www.loc.gov/pictures/collection/highsm/item/2018699981/,www.loc.gov/pictures/collection/highsm/item/2018699981/,200,https://www.loc.gov/pictures/collection/highsm/item/2018699981/,"Interior view of the World Trade Center Memorial and Museum in downtown Manhattan (borough) in New York City, built on the site of the terrorist attack that brought down the World Trade Center's ""Twin",False,True,suspicious title keyword: 'error'
teaching-materials,9/11 and Commemoration: A Guide for Pre-Service Teachers,/teaching-materials/teaching-guides/25877,teaching-materials/teaching-guides/911-and-commemoration-a-guide-for-pre-service-teachers-25877.md,https://www.loc.gov/pictures/collection/highsm/item/2018700059/,www.loc.gov/pictures/collection/highsm/item/2018700059/,200,https://www.loc.gov/pictures/collection/highsm/item/2018700059/,"Memorial photograph wall of people killed at the World Trade Center Memorial and Museum in downtown Manhattan (borough) in New York City, built on the site of the terrorist attack that brought down th",False,True,suspicious title keyword: 'error'
teaching-materials,9/11 and Commemoration: A Guide for Pre-Service Teachers,/teaching-materials/teaching-guides/25877,teaching-materials/teaching-guides/911-and-commemoration-a-guide-for-pre-service-teachers-25877.md,https://www.loc.gov/pictures/collection/highsm/item/2019689991/,www.loc.gov/pictures/collection/highsm/item/2019689991/,200,https://www.loc.gov/pictures/collection/highsm/item/2019689991/,"Sculptor Sassona Norton's 9/11 Memorial outside the Montgomery County Courthouse in Norristown, Pennsylvania The memorial honors those who died in the events of September 11, 2001, when terrorists att",False,True,suspicious title keyword: 'error'
teaching-materials,9/11 and Commemoration: A Guide for Pre-Service Teachers,/teaching-materials/teaching-guides/25877,teaching-materials/teaching-guides/911-and-commemoration-a-guide-for-pre-service-teachers-25877.md,https://www.loc.gov/pictures/collection/highsm/item/2019691118/,www.loc.gov/pictures/collection/highsm/item/2019691118/,200,https://www.loc.gov/pictures/collection/highsm/item/2019691118/,"A ""9/11"" memorial at Indiana University of Pennsylvania in the town of the same name, to those killed in three locations in terrorist attacks on the United States on September 11, 200",False,True,suspicious title keyword: 'error'
teaching-materials,9/11 and Commemoration: A Guide for Pre-Service Teachers,/teaching-materials/teaching-guides/25877,teaching-materials/teaching-guides/911-and-commemoration-a-guide-for-pre-service-teachers-25877.md,https://www.loc.gov/pictures/collection/highsm/item/2021756265/,www.loc.gov/pictures/collection/highsm/item/2021756265/,200,https://www.loc.gov/pictures/collection/highsm/item/2021756265/,"The 9/11 Memorial in Overland Park, Kansas, a Kansas City suburb, includes informational signs about the four aircraft destroyed, and their passengers killed, in the terrorist attacks on the World Tra",False,True,suspicious title keyword: 'error'
blog,August 1945: Hiroshima and Nagasaki,/nhec-blog/22461,blog/august-1945-hiroshima-and-nagasaki-22461.md,http://airandspace.si.edu/exhibitions/gal103/enolagay/,Enola Gay exhibit,404,https://airandspace.si.edu/exhibitions/gal103/enolagay/,,False,True,HTTP 404
blog,Finding Professional Development,/nhec-blog/24336,blog/finding-professional-development-24336.md,http://americanart.si.edu/education/dev/cs/,Smithsonian American Art Museum,404,https://americanart.si.edu/education/dev/cs/,,False,True,HTTP 404
blog,Plan Ahead for Professional Development in Spring 2013,/nhec-blog/25695,blog/plan-ahead-for-professional-development-in-spring-2013-25695.md,http://americanart.si.edu/education/dev/cs/,Clarice Smith National Teacher Institutes,404,https://americanart.si.edu/education/dev/cs/,,False,True,HTTP 404
blog,Start Planning Now for Summer Professional Development,/nhec-blog/25341,blog/start-planning-now-for-summer-professional-development-25341.md,http://americanart.si.edu/education/dev/cs/,Clarice Smith National Teacher Institutes,404,https://americanart.si.edu/education/dev/cs/,,False,True,HTTP 404
blog,Elizabeth Glynn on Using Art to Create Interdisciplinary Classrooms,/nhec-blog/24980,blog/elizabeth-glynn-on-using-art-to-create-interdisciplinary-classrooms-24980.md,http://americanart.si.edu/education/dev/cs/index.cfm,Clarice Smith National Teaching Institute,404,https://americanart.si.edu/education/dev/cs/index.cfm,,False,True,HTTP 404
blog,Interactive Exhibit from the American Art Museum,/nhec-blog/21991,blog/interactive-exhibit-from-the-american-art-museum-21991.md,http://americanart.si.edu/education/picturing_the_1930s/how_organized.html,How is This Site Organized,404,https://americanart.si.edu/education/picturing_the_1930s/how_organized.html,,False,True,HTTP 404
blog,Interactive Exhibit from the American Art Museum,/nhec-blog/21991,blog/interactive-exhibit-from-the-american-art-museum-21991.md,http://americanart.si.edu/education/picturing_the_1930s/index.html,takes visitors into a virtual movie theater,404,https://americanart.si.edu/education/picturing_the_1930s/index.html,,False,True,HTTP 404
blog,Interactive Exhibit from the American Art Museum,/nhec-blog/21991,blog/interactive-exhibit-from-the-american-art-museum-21991.md,http://americanart.si.edu/exhibitions/archive/2009/1934/1934_forward.cfm,The Public Works of Art Project,404,https://americanart.si.edu/exhibitions/archive/2009/1934/1934_forward.cfm,,False,True,HTTP 404
blog,Interactive Exhibit from the American Art Museum,/nhec-blog/21991,blog/interactive-exhibit-from-the-american-art-museum-21991.md,http://americanart.si.edu/exhibitions/online/1934/index.html,Exhibition Slide Show,404,https://americanart.si.edu/exhibitions/online/1934/index.html,,False,True,HTTP 404
blog,Interactive Exhibit from the American Art Museum,/nhec-blog/21991,blog/interactive-exhibit-from-the-american-art-museum-21991.md,http://americanart.si.edu/exhibitions/online/1934/mapping1934/mapping1934.cfm,Mapping 1934,404,https://americanart.si.edu/exhibitions/online/1934/mapping1934/mapping1934.cfm,,False,True,HTTP 404
blog,When Did July 4 Become the Fourth of July?,/nhec-blog/22379,blog/when-did-july-4-become-the-fourth-of-july-22379.md,http://backstoryradio.org/frederick-douglasss-fourth-of-july-speech/,"Frederick Douglass's 1852 speech, *The Meaning of the fourth of July for the Negro*",404,https://backstoryradio.org/frederick-douglasss-fourth-of-july-speech/,,False,True,HTTP 404
blog,Plan Ahead for Professional Development in Spring 2013,/nhec-blog/25695,blog/plan-ahead-for-professional-development-in-spring-2013-25695.md,http://billofrightsinstitute.org/ff-2013/,Founders Fellowship,404,https://billofrightsinstitute.org/ff-2013/,,False,True,HTTP 404
blog,Joe Jelen on Discovering History Through Student Genealogy Research,/nhec-blog/25372,blog/joe-jelen-on-discovering-history-through-student-genealogy-research-25372.md,http://bingweb.binghamton.edu/~hist264a/rootexam.htm,see example,404,https://bingweb.binghamton.edu/~hist264a/rootexam.htm,,False,True,HTTP 404
blog,"John Hope Franklin, 1915-2009",/nhec-blog/21879,blog/john-hope-franklin-1915-2009-21879.md,http://blog.historians.org/news/753/john-hope-franklin-scholar-and-mirror-to-america-dead-at-the-age-of-94,News from the American Historical Association,404,http://blog.historians.org/news/753/john-hope-franklin-scholar-and-mirror-to-america-dead-at-the-age-of-94,,False,True,HTTP 404
blog,"Howard Zinn, the People's Historian, Dies at 87",/nhec-blog/23816,blog/howard-zinn-the-peoples-historian-dies-at-87-23816.md,"http://blog.historians.org/news/973/howard-zinn-paradigmatic-peoples-historian-dies-at-87""","Howard Zinn, Paradigmatic People’s Historian, Dies at 87",404,http://blog.historians.org/news/973/howard-zinn-paradigmatic-peoples-historian-dies-at-87,,False,True,HTTP 404
blog,Constitution Day 2010,/nhec-blog/24230,blog/constitution-day-2010-24230.md,http://blog.historians.org/resources/1112/preparing-for-constitution-day,American Historical Association,404,http://blog.historians.org/resources/1112/preparing-for-constitution-day,,False,True,HTTP 404
blog,Searching for Sesquicentennial Sources,/nhec-blog/24599,blog/searching-for-sesquicentennial-sources-24599.md,http://blog.historians.org/resources/1289/civil-war-resources-teaching-the-sesquicentennial,teaching the sesquicentennial,404,http://blog.historians.org/resources/1289/civil-war-resources-teaching-the-sesquicentennial,,False,True,HTTP 404
best-practices,Key Concepts in Historical Thinking,/best-practices/using-primary-sources/25443,best-practices/using-primary-sources/key-concepts-in-historical-thinking-25443.md,http://canadianmysteries.ca/en/3513.php,exercise,404,https://canadianmysteries.ca/en/3513.php,,False,True,HTTP 404
best-practices,Key Concepts in Historical Thinking,/best-practices/using-primary-sources/25443,best-practices/using-primary-sources/key-concepts-in-historical-thinking-25443.md,http://canadianmysteries.ca/en/4178.php,causation,404,https://canadianmysteries.ca/en/4178.php,,False,True,HTTP 404
best-practices,Key Concepts in Historical Thinking,/best-practices/using-primary-sources/25443,best-practices/using-primary-sources/key-concepts-in-historical-thinking-25443.md,http://canadianmysteries.ca/en/4179.php,bias,404,https://canadianmysteries.ca/en/4179.php,,False,True,HTTP 404
best-practices,Key Concepts in Historical Thinking,/best-practices/using-primary-sources/25443,best-practices/using-primary-sources/key-concepts-in-historical-thinking-25443.md,http://canadianmysteries.ca/en/keyConcepts.php,site,404,https://canadianmysteries.ca/en/keyConcepts.php,,False,True,HTTP 404
blog,Teachinghistory.org at ISTE,/nhec-blog/24110,blog/teachinghistoryorg-at-iste-24110.md,http://center.uoregon.edu/ISTE/2010/program/,2010 conference of the International Society for Technology in Education,404,https://center.uoregon.edu/ISTE/2010/program/,,False,True,HTTP 404
blog,Finding Professional Development,/nhec-blog/24336,blog/finding-professional-development-24336.md,http://chicagohistory.org/education/educatorprograms,Educator Programs page,404,https://www.chicagohistory.org/education/educatorprograms,,False,True,HTTP 404
history-content,Spy in a Petticoat,/history-content/ask-a-historian/23840,history-content/ask-a-historian/spy-in-a-petticoat-23840.md,http://chmuseums.org/mccelvey/hc-family-genealogy.php/,family histories,404,https://chmuseums.org/mccelvey/hc-family-genealogy.php/,,False,True,HTTP 404
history-content,Spy in a Petticoat,/history-content/ask-a-historian/23840,history-content/ask-a-historian/spy-in-a-petticoat-23840.md,http://chmuseums.org/southern-rev-war-institute-mc/,Southern Revolutionary War Institute,404,https://chmuseums.org/southern-rev-war-institute-mc/,,False,True,HTTP 404
teaching-materials,Researching Adolescent Immigrant History,/teaching-materials/ask-a-master-teacher/25493,teaching-materials/ask-a-master-teacher/researching-adolescent-immigrant-history-25493.md,http://chnm.gmu.edu/cyh/website-reviews/280,here,404,https://cyh.rrchnm.org/website-reviews/280,,True,True,HTTP 404; redirected to different domain: cyh.rrchnm.org
blog,Anthony Pellegrino's Classroom Simulations: Begin with Paris,/nhec-blog/24596,blog/anthony-pellegrinos-classroom-simulations-begin-with-paris-24596.md,http://chnm.gmu.edu/historicalsimulations/,Model UN,404,https://hdl.handle.net/1920/11715/,,True,True,HTTP 404; redirected to different domain: hdl.handle.net
blog,"Primary Sources, Historical Reenactments, and Twitter",/nhec-blog/23628,blog/primary-sources-historical-reenactments-and-twitter-23628.md,http://chronicle.com/blogPost/What-Lincoln-Would-Have/9056/?sid=wc&utm_source=wc&utm_medium=en,reenactment of the Battle of Gettysburg,404,https://www.chronicle.com/blogPost/What-Lincoln-Would-Have/9056/?sid=wc&utm_source=wc&utm_medium=en,,False,True,HTTP 404
blog,The Great Depression and Today,/nhec-blog/20044,blog/the-great-depression-and-today-20044.md,http://chronicle.com/temp/reprint.php?id=477k3d8mh2wmtpc4b6h07p4hy9z83x18,*The Real Great Depression*,404,https://www.chronicle.com/temp/reprint.php?id=477k3d8mh2wmtpc4b6h07p4hy9z83x18,,False,True,HTTP 404
blog,Bookmark This! Beneath the Surface of Wikipedia,/nhec-blog/22028,blog/bookmark-this-beneath-the-surface-of-wikipedia-22028.md,http://chronicle.com/wiredcampus/article/1328/wikipedia-founder-discourages-academic-use-of-his-creation,"a caution from Wikipedia founder, Jimmy Wales",404,https://www.chronicle.com/wiredcampus/article/1328/wikipedia-founder-discourages-academic-use-of-his-creation,,False,True,HTTP 404
history-content,U.S. Coast Guard,/history-content/national-resources/22462,history-content/national-resources/us-coast-guard-22462.md,http://coastguard.dodlive.mil/,blog,404,http://coastguard.dodlive.mil/,,False,True,HTTP 404
blog,Copyright: Finding Images to Tell the Story of History,/nhec-blog/24592,blog/copyright-finding-images-to-tell-the-story-of-history-24592.md,http://cspd.law.duke.edu/cspd/index,Duke Center for the Study of the Public Domain,404,http://cspd.law.duke.edu/cspd/index,,False,True,HTTP 404
digital-classroom,Twitter in Large Classrooms,/digital-classroom/beyond-the-chalkboard/24162,digital-classroom/beyond-the-chalkboard/twitter-in-large-classrooms-24162.md,http://current.com/groups/culture/90024801_the-twitter-experiment-twistory-in-the-classroom.htm,video,404,https://current.com/groups/culture/90024801_the-twitter-experiment-twistory-in-the-classroom.htm,,False,True,HTTP 404
history-content,Chicano/a Movement in Washington State History Project,/history-content/website-reviews/24033,history-content/website-reviews/chicanoa-movement-in-washington-state-history-project-24033.md,http://depts.washington.edu/civilr2/slides/chicano/chicanomovement.htm,slideshow,404,http://depts.washington.edu/civilr2/slides/chicano/chicanomovement.htm,,False,True,HTTP 404
blog,236 Years Since the Boston Tea Party,/nhec-blog/23603,blog/236-years-since-the-boston-tea-party-23603.md,http://dev.forum-network.org/lecture/samuel-adams-paul-revere-and-body-people,"Charles Bahne, writer, historian and tour guide tells the story of events before, during, and after the tea party using artifacts and historic sites to illustrate.

[Sam Adams, Paul Revere and ""The Body of the People""",404,http://dev.forum-network.org/lecture/samuel-adams-paul-revere-and-body-people,,False,True,HTTP 404
teaching-materials,Researching Adolescent Immigrant History,/teaching-materials/ask-a-master-teacher/25493,teaching-materials/ask-a-master-teacher/researching-adolescent-immigrant-history-25493.md,http://digitallibrary.usc.edu/search/controller/collection/kada-m1.html/,Korean American Digital Archives,404,https://digitallibrary.usc.edu:443/search/controller/collection/kada-m1.html/,,True,True,HTTP 404; redirected to different domain: digitallibrary.usc.edu:443
page,DC Museum Collaborative,,page/dc-museum-collaborative-25453.md,http://diplomacy.state.gov/education/c24122.htm,Department of State Diplomacy Museum,404,https://diplomacy.state.gov/education/c24122.htm,,False,True,HTTP 404
teaching-materials,Prequel to Independence,/teaching-materials/lesson-plan-reviews/25525,teaching-materials/lesson-plan-reviews/prequel-to-independence-25525.md,http://docsteach.org/activities/7168/detail,lesson,404,https://docsteach.org/activities/7168/detail,,False,True,HTTP 404
history-content,DocsTeach,/history-content/website-reviews/25017,history-content/website-reviews/docsteach-25017.md,http://docsteach.org/resources#whyteach,Teacher Resources,404,https://docsteach.org/content-feeds/resources#whyteach,,False,True,HTTP 404
